Kind,Name,MaxNesting,SumCyclomatic,AvgCyclomatic,MaxCyclomatic
Public Static Method,"org.apache.commons.io.FileUtils.sizeOfAsBigInteger",1,2,,
Public Static Method,"org.apache.commons.io.FileUtils.sizeOfDirectory",1,2,,
Public Static Method,"org.apache.commons.io.FileUtils.sizeOfDirectoryAsBigInteger",1,2,,
Public Static Method,"org.apache.commons.io.FileUtils.streamFiles",0,2,,
Public Static Method,"org.apache.commons.io.FileUtils.toFile",1,2,,
Public Static Method,"org.apache.commons.io.FileUtils.toFiles",3,5,,
Private Static Method,"org.apache.commons.io.FileUtils.toList",0,1,,
Private Static Method,"org.apache.commons.io.FileUtils.toMaxDepth",0,2,,
Private Static Method,"org.apache.commons.io.FileUtils.toSuffixes",1,2,,
Public Static Method,"org.apache.commons.io.FileUtils.toURLs",1,2,,
Public Static Method,"org.apache.commons.io.FileUtils.touch",1,2,,
Private Static Method,"org.apache.commons.io.FileUtils.validateMoveParameters",1,2,,
Public Static Method,"org.apache.commons.io.FileUtils.waitFor",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.write",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.write",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.write",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.write",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.write",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.write",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeByteArrayToFile",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeByteArrayToFile",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeByteArrayToFile",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeByteArrayToFile",1,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeLines",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeLines",1,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeLines",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeLines",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeLines",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeLines",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeLines",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeLines",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeStringToFile",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeStringToFile",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeStringToFile",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeStringToFile",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeStringToFile",0,1,,
Public Static Method,"org.apache.commons.io.FileUtils.writeStringToFile",1,1,,
Public Class,"org.apache.commons.io.FileUtilsCleanDirectoryTest",1,9,1,3
Private Method,"org.apache.commons.io.FileUtilsCleanDirectoryTest.chmod",1,3,,
Public Method,"org.apache.commons.io.FileUtilsCleanDirectoryTest.testCleanDirectoryToForceDelete",0,1,,
Public Method,"org.apache.commons.io.FileUtilsCleanDirectoryTest.testCleanEmpty",0,1,,
Public Method,"org.apache.commons.io.FileUtilsCleanDirectoryTest.testDeletesNested",0,1,,
Public Method,"org.apache.commons.io.FileUtilsCleanDirectoryTest.testDeletesRegular",0,1,,
Public Method,"org.apache.commons.io.FileUtilsCleanDirectoryTest.testThrowsOnNullList",1,2,,
Public Class,"org.apache.commons.io.FileUtilsCleanSymlinksTest",1,17,1,2
Private Method,"org.apache.commons.io.FileUtilsCleanSymlinksTest.setupSymlink",0,1,,
Public Method,"org.apache.commons.io.FileUtilsCleanSymlinksTest.testCleanDirWithASymlinkDir",1,2,,
Public Method,"org.apache.commons.io.FileUtilsCleanSymlinksTest.testCleanDirWithParentSymlinks",1,2,,
Public Method,"org.apache.commons.io.FileUtilsCleanSymlinksTest.testCleanDirWithSymlinkFile",1,2,,
Public Method,"org.apache.commons.io.FileUtilsCleanSymlinksTest.testCorrectlyIdentifySymlinkWithParentSymLink",1,2,,
Public Method,"org.apache.commons.io.FileUtilsCleanSymlinksTest.testIdentifiesBrokenSymlinkFile",1,2,,
Public Method,"org.apache.commons.io.FileUtilsCleanSymlinksTest.testIdentifiesSymlinkDir",1,2,,
Public Method,"org.apache.commons.io.FileUtilsCleanSymlinksTest.testIdentifiesSymlinkFile",1,2,,
Public Method,"org.apache.commons.io.FileUtilsCleanSymlinksTest.testStillClearsIfGivenDirectoryIsASymlink",1,2,,
Public Class,"org.apache.commons.io.FileUtilsCopyDirectoryToDirectoryTest",1,8,1,2
Private Method,"org.apache.commons.io.FileUtilsCopyDirectoryToDirectoryTest.assertAclEntryList",0,1,,
Private Static Method,"org.apache.commons.io.FileUtilsCopyDirectoryToDirectoryTest.assertExceptionTypeAndMessage",1,2,,
Public Method,"org.apache.commons.io.FileUtilsCopyDirectoryToDirectoryTest.copyDirectoryToDirectoryThrowsIllegalArgumentExceptionWithCorrectMessageWhenDstDirIsNotDirectory",0,1,,
Public Method,"org.apache.commons.io.FileUtilsCopyDirectoryToDirectoryTest.copyDirectoryToDirectoryThrowsIllegalExceptionWithCorrectMessageWhenSrcDirIsNotDirectory",0,1,,
Public Method,"org.apache.commons.io.FileUtilsCopyDirectoryToDirectoryTest.copyDirectoryToDirectoryThrowsNullPointerExceptionWithCorrectMessageWhenDstDirIsNull",0,1,,
Public Method,"org.apache.commons.io.FileUtilsCopyDirectoryToDirectoryTest.copyDirectoryToDirectoryThrowsNullPointerExceptionWithCorrectMessageWhenSrcDirIsNull",0,1,,
Public Method,"org.apache.commons.io.FileUtilsCopyDirectoryToDirectoryTest.copyFileAndCheckAcl",0,1,,
Public Class,"org.apache.commons.io.FileUtilsCopyToFileTest",1,4,1,2
Private Class,"org.apache.commons.io.FileUtilsCopyToFileTest.CheckingInputStream",0,3,1,1
Public Constructor,"org.apache.commons.io.FileUtilsCopyToFileTest.CheckingInputStream.CheckingInputStream",0,1,,
Public Method,"org.apache.commons.io.FileUtilsCopyToFileTest.CheckingInputStream.close",0,1,,
Public Method,"org.apache.commons.io.FileUtilsCopyToFileTest.CheckingInputStream.isClosed",0,1,,
Public Method,"org.apache.commons.io.FileUtilsCopyToFileTest.setUp",1,2,,
Public Method,"org.apache.commons.io.FileUtilsCopyToFileTest.testCopyInputStreamToFile",1,1,,
Public Method,"org.apache.commons.io.FileUtilsCopyToFileTest.testCopyToFile",1,1,,
Public Abstract Class,"org.apache.commons.io.FileUtilsDeleteDirectoryBaseTest",0,10,1,1
Protected Abstract Method,"org.apache.commons.io.FileUtilsDeleteDirectoryBaseTest.setupSymlink",0,0,,
Public Method,"org.apache.commons.io.FileUtilsDeleteDirectoryBaseTest.testDeleteDirWithASymlinkDir",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDeleteDirectoryBaseTest.testDeleteDirWithASymlinkDir2",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDeleteDirectoryBaseTest.testDeleteDirWithSymlinkFile",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDeleteDirectoryBaseTest.testDeleteDirectoryNullArgument",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsDeleteDirectoryBaseTest.testDeleteDirectoryNullArgument.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDeleteDirectoryBaseTest.testDeleteInvalidLinks",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDeleteDirectoryBaseTest.testDeleteParentSymlink",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDeleteDirectoryBaseTest.testDeleteParentSymlink2",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDeleteDirectoryBaseTest.testDeletesNested",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDeleteDirectoryBaseTest.testDeletesRegular",0,1,,
Public Class,"org.apache.commons.io.FileUtilsDeleteDirectoryLinuxTest",1,8,2,3
Private Method,"org.apache.commons.io.FileUtilsDeleteDirectoryLinuxTest.chmod",1,3,,
Protected Method,"org.apache.commons.io.FileUtilsDeleteDirectoryLinuxTest.setupSymlink",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDeleteDirectoryLinuxTest.testThrowsOnCannotDeleteFile",1,2,,
Public Method,"org.apache.commons.io.FileUtilsDeleteDirectoryLinuxTest.testThrowsOnNullList",1,2,,
Public Class,"org.apache.commons.io.FileUtilsDeleteDirectoryWindowsTest",1,2,2,2
Protected Method,"org.apache.commons.io.FileUtilsDeleteDirectoryWindowsTest.setupSymlink",1,2,,
Public Class,"org.apache.commons.io.FileUtilsDirectoryContainsTest",1,16,1,2
Public Method,"org.apache.commons.io.FileUtilsDirectoryContainsTest.setUp",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDirectoryContainsTest.testCanonicalPath",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDirectoryContainsTest.testDirectoryContainsDirectory",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDirectoryContainsTest.testDirectoryContainsFile",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDirectoryContainsTest.testDirectoryDoesNotContainFile",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDirectoryContainsTest.testDirectoryDoesNotContainsDirectory",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDirectoryContainsTest.testDirectoryDoesNotExist",1,2,,
Public Method,"org.apache.commons.io.FileUtilsDirectoryContainsTest.testFileDoesNotExist",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDirectoryContainsTest.testFileDoesNotExistBug",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDirectoryContainsTest.testFileHavingSamePrefixBug",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDirectoryContainsTest.testIO466",0,1,,
Public Method,"org.apache.commons.io.FileUtilsDirectoryContainsTest.testSameFile",1,2,,
Public Method,"org.apache.commons.io.FileUtilsDirectoryContainsTest.testUnrealizedContainment",1,2,,
Public Class,"org.apache.commons.io.FileUtilsFileNewerTest",1,17,1,3
Public Method,"org.apache.commons.io.FileUtilsFileNewerTest.setUp",1,3,,
Public Method,"org.apache.commons.io.FileUtilsFileNewerTest.testIsFileNewer",1,2,,
Protected Method,"org.apache.commons.io.FileUtilsFileNewerTest.testIsFileNewer",0,4,,
Lambda Method,"org.apache.commons.io.FileUtilsFileNewerTest.testIsFileNewer.(lambda_expr_1)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsFileNewerTest.testIsFileNewer.(lambda_expr_2)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsFileNewerTest.testIsFileNewer.(lambda_expr_3)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsFileNewerTest.testIsFileNewerImaginaryFile",1,2,,
Public Method,"org.apache.commons.io.FileUtilsFileNewerTest.testIsFileNewerNoDate",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsFileNewerTest.testIsFileNewerNoDate.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsFileNewerTest.testIsFileNewerNoFile",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsFileNewerTest.testIsFileNewerNoFile.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsFileNewerTest.testIsFileNewerNoFileReference",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsFileNewerTest.testIsFileNewerNoFileReference.(lambda_expr_1)",0,1,,
Public Class,"org.apache.commons.io.FileUtilsListFilesTest",1,9,1,2
Private Method,"org.apache.commons.io.FileUtilsListFilesTest.filesToFilenames",1,2,,
Private Method,"org.apache.commons.io.FileUtilsListFilesTest.filesToFilenames",1,2,,
Public Method,"org.apache.commons.io.FileUtilsListFilesTest.setUp",0,1,,
Public Method,"org.apache.commons.io.FileUtilsListFilesTest.testIterateFilesByExtension",0,1,,
Public Method,"org.apache.commons.io.FileUtilsListFilesTest.testListFiles",1,2,,
Public Method,"org.apache.commons.io.FileUtilsListFilesTest.testListFilesByExtension",0,1,,
Public Class,"org.apache.commons.io.FileUtilsTest",4,312,1,7
Static Class,"org.apache.commons.io.FileUtilsTest.ListDirectoryWalker",1,5,1,2
Constructor,"org.apache.commons.io.FileUtilsTest.ListDirectoryWalker.ListDirectoryWalker",0,1,,
Protected Method,"org.apache.commons.io.FileUtilsTest.ListDirectoryWalker.handleDirectoryStart",1,2,,
Protected Method,"org.apache.commons.io.FileUtilsTest.ListDirectoryWalker.handleFile",0,1,,
Method,"org.apache.commons.io.FileUtilsTest.ListDirectoryWalker.list",0,1,,
Private Static Class,"org.apache.commons.io.FileUtilsTest.ShorterFile",0,2,1,1
Public Constructor,"org.apache.commons.io.FileUtilsTest.ShorterFile.ShorterFile",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.ShorterFile.length",0,1,,
Private Method,"org.apache.commons.io.FileUtilsTest.assertContentMatchesAfterCopyURLToFileFor",1,1,,
Private Method,"org.apache.commons.io.FileUtilsTest.backDateFile10Minutes",0,1,,
Private Method,"org.apache.commons.io.FileUtilsTest.consumeRemaining",1,3,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.consumeRemaining.(lambda_expr_1)",0,1,,
Private Method,"org.apache.commons.io.FileUtilsTest.createCircularOsSymLink",0,1,,
Private Method,"org.apache.commons.io.FileUtilsTest.createCircularSymLink",1,3,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.createCircularSymLink.(lambda_expr_1)",0,1,,
Private Method,"org.apache.commons.io.FileUtilsTest.createFilesForTestCopyDirectory",0,1,,
Private Method,"org.apache.commons.io.FileUtilsTest.createTempSymlinkedRelativeDir",0,1,,
Private Method,"org.apache.commons.io.FileUtilsTest.getLastModifiedMillis",0,1,,
Private Method,"org.apache.commons.io.FileUtilsTest.getName",0,1,,
Private Method,"org.apache.commons.io.FileUtilsTest.iterateFilesAndDirs",2,3,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.iterateFilesAndDirs.(lambda_expr_1)",0,1,,
Method,"org.apache.commons.io.FileUtilsTest.openOutputStream_noParent",2,3,,
Private Method,"org.apache.commons.io.FileUtilsTest.setLastModifiedMillis",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.setUp",1,5,,
Public Method,"org.apache.commons.io.FileUtilsTest.testByteCountToDisplaySizeBigInteger",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testByteCountToDisplaySizeLong",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testByteCountToDisplaySizeNumber",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testChecksum",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testChecksumCRC32",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testChecksumDouble",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testChecksumOnDirectory",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testChecksumOnDirectory.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testChecksumOnNullChecksum",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testChecksumOnNullChecksum.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testChecksumOnNullFile",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testChecksumOnNullFile.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCompareSizeOf",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testContentEquals",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testContentEquals.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testContentEqualsIgnoreEOL",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testContentEqualsIgnoreEOL.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryExceptions",0,10,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryExceptions.(lambda_expr_1)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryExceptions.(lambda_expr_2)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryExceptions.(lambda_expr_3)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryExceptions.(lambda_expr_4)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryExceptions.(lambda_expr_5)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryExceptions.(lambda_expr_6)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryExceptions.(lambda_expr_7)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryExceptions.(lambda_expr_8)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryExceptions.(lambda_expr_9)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryFiltered",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryPreserveDates",1,2,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryToChild",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryToDirectory_NonExistingDest",1,3,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryToExistingDest",1,3,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryToGrandChild",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryToItself",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyDirectoryToNonExistingDest",1,3,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyFile1",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyFile1ToDir",1,3,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testCopyFile1ToDir.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyFile2",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyFile2ToDir",1,2,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyFile2WithoutFileDatePreservation",1,2,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyFileLarge",1,2,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyFileToOutputStream",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyToDirectoryWithDirectory",1,3,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyToDirectoryWithFile",1,2,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyToDirectoryWithFileSourceDoesNotExist",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testCopyToDirectoryWithFileSourceDoesNotExist.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyToDirectoryWithFileSourceIsNull",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testCopyToDirectoryWithFileSourceIsNull.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyToDirectoryWithIterable",1,2,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyToDirectoryWithIterableSourceDoesNotExist",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testCopyToDirectoryWithIterableSourceDoesNotExist.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyToDirectoryWithIterableSourceIsNull",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testCopyToDirectoryWithIterableSourceIsNull.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyToSelf",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testCopyToSelf.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyURLToFile",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyURLToFileCreatesParentDirs",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyURLToFileReplacesExisting",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCopyURLToFileWithTimeout",1,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCountFolders1FileSize0",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCountFolders1FileSize1",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCountFolders2FileSize2",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testCountFolders2FileSize4",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testDecodeUrl",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testDecodeUrlEncodingUtf8",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testDecodeUrlLenient",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testDecodeUrlNullSafe",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testDelete",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testDelete.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testDeleteDirectoryWithNonDirectory",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testDeleteDirectoryWithNonDirectory.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testDeleteQuietlyDir",1,2,,
Public Method,"org.apache.commons.io.FileUtilsTest.testDeleteQuietlyFile",1,2,,
Public Method,"org.apache.commons.io.FileUtilsTest.testDeleteQuietlyForNull",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testDeleteQuietlyNonExistent",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testFileUtils",1,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testForceDeleteAFile1",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testForceDeleteAFile2",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testForceDeleteAFile3",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testForceDeleteAFile3.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testForceDeleteDir",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testForceDeleteReadOnlyFile",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testForceMkdir",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testForceMkdir.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testForceMkdirParent",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testGetFile",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testGetFile.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testGetFile_Parent",0,3,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testGetFile_Parent.(lambda_expr_1)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testGetFile_Parent.(lambda_expr_2)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testGetTempDirectory",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testGetTempDirectoryPath",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testGetUserDirectory",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testGetUserDirectoryPath",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testIO276",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testIO300",0,2,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testIO300.(lambda_expr_1)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testIncorrectOutputSize",1,2,,
Public Method,"org.apache.commons.io.FileUtilsTest.testIsDirectory",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testIsEmptyDirectory",1,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testIsFileNewerOlder",2,17,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testIsFileNewerOlder.(lambda_expr_1)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testIsFileNewerOlder.(lambda_expr_10)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testIsFileNewerOlder.(lambda_expr_2)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testIsFileNewerOlder.(lambda_expr_3)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testIsFileNewerOlder.(lambda_expr_4)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testIsFileNewerOlder.(lambda_expr_5)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testIsFileNewerOlder.(lambda_expr_6)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testIsFileNewerOlder.(lambda_expr_7)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testIsFileNewerOlder.(lambda_expr_8)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testIsFileNewerOlder.(lambda_expr_9)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testIsRegularFile",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testIterateFiles",4,5,,
Public Method,"org.apache.commons.io.FileUtilsTest.testIterateFilesAndDirs",2,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testIterateFilesOnlyNoDirs",1,2,,
Public Method,"org.apache.commons.io.FileUtilsTest.testListFiles",4,6,,
Public Method,"org.apache.commons.io.FileUtilsTest.testListFilesOnlyNoDirs",1,2,,
Public Method,"org.apache.commons.io.FileUtilsTest.testListFilesWithDirs",2,2,,
Public Method,"org.apache.commons.io.FileUtilsTest.testMoveDirectoryToDirectory",1,2,,
Public Method,"org.apache.commons.io.FileUtilsTest.testMoveDirectoryToDirectory_Errors",1,7,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testMoveDirectoryToDirectory_Errors.(lambda_expr_1)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testMoveDirectoryToDirectory_Errors.(lambda_expr_2)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testMoveDirectoryToDirectory_Errors.(lambda_expr_3)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testMoveDirectoryToDirectory_Errors.(lambda_expr_4)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testMoveDirectory_CopyDelete",1,2,,
Anonymous Class,"org.apache.commons.io.FileUtilsTest.testMoveDirectory_CopyDelete.(Anon_1)",0,1,1,1
Public Method,"org.apache.commons.io.FileUtilsTest.testMoveDirectory_CopyDelete.(Anon_1).renameTo",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testMoveDirectory_Errors",1,7,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testMoveDirectory_Errors.(lambda_expr_1)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testMoveDirectory_Errors.(lambda_expr_2)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testMoveDirectory_Errors.(lambda_expr_3)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testMoveDirectory_Errors.(lambda_expr_4)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testMoveDirectory_Errors.(lambda_expr_5)",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testMoveDirectory_Rename",1,2,,
Public Method,"org.apache.commons.io.FileUtilsTest.testMoveFileToDirectory",0,1,,
Public Method,"org.apache.commons.io.FileUtilsTest.testMoveFileToDirectory_Errors",1,7,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testMoveFileToDirectory_Errors.(lambda_expr_1)",0,1,,
Lambda Method,"org.apache.commons.io.FileUtilsTest.testMoveFileToDirectory_Errors.(lambda_expr_2)",0,1,,
